DateTime,AdviceCode,Speed,Length
12/13/2022 14:00,2,45,12
12/13/2022 14:00,2,53,19
12/13/2022 14:01,4,47,18
12/13/2022 14:06,2,29,17
12/13/2022 14:09,2,23,18
12/13/2022 14:11,2,39,70
12/13/2022 14:12,2,31,17
12/13/2022 14:12,2,35,21
12/13/2022 14:13,2,43,17
12/13/2022 14:13,2,27,35
12/13/2022 14:14,2,29,19
12/13/2022 14:18,2,13,12
12/13/2022 14:21,2,29,16
12/13/2022 14:24,2,28,16
12/13/2022 14:28,2,40,21
12/13/2022 14:29,128,22,0
12/13/2022 14:32,2,26,14
12/13/2022 14:32,2,27,19
12/13/2022 14:34,128,30,2
12/13/2022 14:36,2,37,20
12/13/2022 14:37,2,33,28
12/13/2022 14:37,2,29,15
12/13/2022 14:41,2,27,13
12/13/2022 14:41,2,31,12
12/13/2022 14:43,2,33,17
12/13/2022 14:47,2,33,18
12/13/2022 14:48,2,38,28
12/13/2022 14:51,2,29,21
12/13/2022 14:51,2,52,21
12/13/2022 14:53,2,33,20
12/13/2022 14:53,2,36,19
12/13/2022 14:56,2,29,19
12/13/2022 14:56,2,31,16
12/13/2022 15:02,2,27,13
12/13/2022 15:06,2,28,17
12/13/2022 15:07,2,30,19
12/13/2022 15:10,2,35,16
12/13/2022 15:11,2,33,22
12/13/2022 15:14,2,34,14
12/13/2022 15:17,2,42,17
12/13/2022 15:18,2,34,20
12/13/2022 15:19,2,38,19
12/13/2022 15:21,2,24,23
12/13/2022 15:23,2,34,12
12/13/2022 15:24,2,42,30
12/13/2022 15:24,2,21,17
12/13/2022 15:25,2,27,15
12/13/2022 15:26,2,33,17
12/13/2022 15:26,2,34,17
12/13/2022 15:26,2,32,18
12/13/2022 15:27,2,30,15
12/13/2022 15:27,2,29,19
12/13/2022 15:29,2,31,17
12/13/2022 15:30,2,38,14
12/13/2022 15:35,128,255,206
12/13/2022 15:39,2,33,22
12/13/2022 15:45,2,26,16
12/13/2022 15:46,2,30,20
12/13/2022 15:48,2,18,22
12/13/2022 15:56,2,36,21
12/13/2022 15:57,2,23,15
12/13/2022 16:00,2,40,19
12/13/2022 16:05,2,29,62
12/13/2022 16:06,2,29,18
12/13/2022 16:09,2,34,32
12/13/2022 16:13,2,48,31
12/13/2022 16:13,2,35,22
12/13/2022 16:13,128,35,0
12/13/2022 16:17,2,34,18
12/13/2022 16:20,2,25,20
12/13/2022 16:20,2,30,15
12/13/2022 16:20,2,27,20
12/13/2022 16:20,2,28,22
12/13/2022 16:20,2,35,21
12/13/2022 16:24,128,29,0
12/13/2022 16:25,2,27,21
12/13/2022 16:26,2,23,20
12/13/2022 16:27,2,33,17
12/13/2022 16:29,2,25,19
12/13/2022 16:30,2,32,15
12/13/2022 16:31,2,36,27
12/13/2022 16:33,2,25,13
12/13/2022 16:34,2,29,17
12/13/2022 16:34,2,29,18
12/13/2022 16:35,2,31,16
12/13/2022 16:37,2,39,19
12/13/2022 16:39,2,25,14
12/13/2022 16:41,2,31,21
12/13/2022 16:44,2,28,17
12/13/2022 16:44,2,31,21
12/13/2022 16:45,2,32,21
12/13/2022 16:46,2,29,19
12/13/2022 16:47,2,30,10
12/13/2022 16:48,2,29,19
12/13/2022 16:50,2,34,18
12/13/2022 16:51,4,9,21
12/13/2022 16:52,2,27,71
12/13/2022 16:52,2,28,19
12/13/2022 16:58,2,26,37
12/13/2022 16:59,2,32,20
12/13/2022 17:05,2,24,34
12/13/2022 17:05,128,255,255
12/13/2022 17:08,2,29,18
12/13/2022 17:10,2,32,13
12/13/2022 17:12,2,28,19
12/13/2022 17:12,2,30,17
12/13/2022 17:12,2,27,15
12/13/2022 17:17,128,24,0
12/13/2022 17:18,2,34,16
12/13/2022 17:18,2,29,19
12/13/2022 17:19,2,28,18
12/13/2022 17:23,2,27,18
12/13/2022 17:23,2,31,13
12/13/2022 17:24,2,29,14
12/13/2022 17:26,2,31,18
12/13/2022 17:27,2,28,18
12/13/2022 17:28,2,28,18
12/13/2022 17:28,2,36,18
12/13/2022 17:28,2,26,14
12/13/2022 17:29,2,35,16
12/13/2022 17:33,2,27,19
12/13/2022 17:33,2,32,19
12/13/2022 17:34,2,31,21
12/13/2022 17:35,2,36,17
12/13/2022 17:36,2,36,21
12/13/2022 17:36,2,35,19
12/13/2022 17:42,2,26,23
12/13/2022 17:42,2,26,13
12/13/2022 17:43,2,28,19
12/13/2022 17:43,4,35,20
12/13/2022 17:45,2,23,17
12/13/2022 17:46,2,45,19
12/13/2022 17:47,2,31,18
12/13/2022 17:54,2,22,19
12/13/2022 17:54,2,23,12
12/13/2022 17:54,2,24,17
12/13/2022 17:56,2,29,23
12/13/2022 17:57,2,33,18
12/13/2022 18:01,2,32,19
12/13/2022 18:02,128,28,0
12/13/2022 18:04,2,26,13
12/13/2022 18:07,2,37,17
12/13/2022 18:13,2,17,18
12/13/2022 18:14,2,28,20
12/13/2022 18:16,2,32,16
12/13/2022 18:17,2,29,20
12/13/2022 18:21,2,19,22
12/13/2022 18:21,2,28,15
12/13/2022 18:24,2,35,13
12/13/2022 18:25,128,0,0
12/13/2022 18:25,128,0,0
12/13/2022 18:30,2,35,20
12/13/2022 18:31,2,35,17
12/13/2022 18:32,2,27,18
12/13/2022 18:34,2,37,20
12/13/2022 18:35,2,34,23
12/13/2022 18:38,2,33,19
12/13/2022 18:38,2,32,18
12/13/2022 18:39,2,20,16
12/13/2022 18:40,2,35,19
12/13/2022 18:43,2,39,46
12/13/2022 18:47,2,31,23
12/13/2022 18:59,2,48,16
12/13/2022 19:00,2,32,28
12/13/2022 19:00,2,28,17
12/13/2022 19:00,2,28,17
12/13/2022 19:01,2,34,20
12/13/2022 19:11,2,32,16
12/13/2022 19:11,2,34,18
12/13/2022 19:15,2,31,19
12/13/2022 19:19,2,32,12
12/13/2022 19:20,2,28,15
12/13/2022 19:21,128,31,2
12/13/2022 19:23,128,31,1
12/13/2022 19:27,2,30,14
12/13/2022 19:38,2,24,18
12/13/2022 19:39,2,29,14
12/13/2022 19:45,2,25,18
12/13/2022 19:46,2,24,17
12/13/2022 19:49,2,21,17
12/13/2022 19:52,2,25,18
