DateTime,AdviceCode,Speed,Length,StopTime,RoadTemperature,OCCFactor,Gap,Headway
2022-09-27 15:59:18,2,28,19,0,32,1,104,4271
2022-09-27 16:00:27,2,36,16,0,32,1,69,3643
2022-09-27 16:04:24,2,30,17,0,32,1,237,10428
2022-09-27 16:06:19,2,26,19,0,32,1,115,4385
2022-09-27 16:08:22,2,23,19,0,32,1,123,4149
2022-09-27 16:08:49,128,255,63,0,32,0,27,10098
2022-09-27 16:09:02,2,34,23,0,32,1,13,648
2022-09-27 16:09:13,2,26,16,0,32,1,11,419
2022-09-27 16:12:55,2,26,15,0,32,1,222,8466
2022-09-27 16:14:33,2,29,16,0,32,1,98,4168
2022-09-27 16:15:24,2,31,15,0,32,1,51,2319
2022-09-27 16:15:56,128,255,27,0,32,0,32,11968
2022-09-27 16:17:51,2,27,16,0,32,1,115,4554
2022-09-27 16:17:59,2,30,17,0,32,1,8,352
2022-09-27 16:18:30,2,28,19,0,32,1,31,1273
2022-09-27 16:19:10,2,26,15,0,32,1,40,1525
2022-09-27 16:19:16,2,28,16,0,32,1,6,246
2022-09-27 16:22:13,2,64,30,0,32,1,177,16614
2022-09-27 16:23:12,2,24,14,0,32,1,59,2077
2022-09-27 16:23:36,128,21,1,0,32,0,24,739
2022-09-27 16:24:39,128,255,245,0,32,1,63,23562
2022-09-27 16:25:58,2,35,13,0,32,1,79,4055
2022-09-27 16:27:53,128,20,4,0,32,0,115,3373
2022-09-27 16:27:57,2,29,16,0,32,1,4,170
2022-09-27 16:28:32,2,28,17,0,32,1,35,1437
2022-09-27 16:28:49,2,49,32,0,32,1,17,1222
2022-09-27 16:29:29,2,36,14,0,32,1,40,2112
2022-09-27 16:32:08,2,18,10,0,32,1,159,4198
2022-09-27 16:34:52,2,25,12,0,32,1,164,6013
2022-09-27 16:35:11,2,32,14,0,32,1,19,892
2022-09-27 16:35:34,2,18,19,0,32,2,23,607
2022-09-27 16:37:13,2,39,21,0,32,1,99,5663
2022-09-27 16:37:14,2,34,18,0,32,1,1,50
2022-09-27 16:39:01,2,30,19,0,32,1,107,4708
2022-09-27 16:39:35,2,24,16,0,32,1,34,1197
2022-09-27 16:39:51,2,20,10,0,32,1,16,469
2022-09-27 16:40:20,2,24,16,0,32,1,29,1021
2022-09-27 16:40:22,2,25,13,0,32,1,2,73
2022-09-27 16:40:59,2,10,31,0,32,5,37,543
2022-09-27 16:42:59,2,21,14,0,32,1,120,3696
2022-09-27 16:50:54,2,20,9,0,32,1,475,13933
2022-09-27 16:51:11,128,21,0,0,32,0,17,524
2022-09-27 16:53:51,2,17,17,0,32,1,160,3989
2022-09-27 16:54:04,2,22,7,0,32,0,13,419
2022-09-27 17:00:31,2,21,9,0,32,1,387,11920
2022-09-27 17:01:20,2,10,16,0,32,2,49,719
2022-09-27 17:03:35,2,19,9,0,32,1,135,3762
2022-09-27 17:08:01,2,5,16,0,32,5,266,1951
2022-09-27 17:12:12,2,21,5,0,32,0,251,7731
2022-09-27 17:13:16,2,16,7,0,32,1,64,1502
2022-09-27 17:13:38,2,14,11,0,32,1,22,452
2022-09-27 17:17:20,2,15,16,0,32,2,222,4884
2022-09-27 17:18:52,2,14,34,0,32,4,92,1889
2022-09-27 17:20:36,2,16,8,0,32,1,104,2441
2022-09-27 17:22:20,2,26,11,0,32,1,104,3966
2022-09-27 17:27:14,2,32,14,0,32,1,294,13798
2022-09-27 17:28:35,2,30,13,0,32,1,81,3564
2022-09-27 17:31:00,2,31,16,0,32,1,145,6593
2022-09-27 17:34:55,2,31,12,0,32,1,235,10685
2022-09-27 17:37:06,2,28,14,0,32,1,131,5380
2022-09-27 17:40:02,2,25,17,0,32,1,176,6453
2022-09-27 17:40:05,2,27,15,0,32,1,3,119
2022-09-27 17:41:32,2,26,11,0,32,1,87,3318
2022-09-27 17:43:22,2,34,17,0,32,1,110,5485
2022-09-27 17:43:50,2,32,13,0,32,1,28,1314
2022-09-27 17:44:15,2,29,9,0,32,0,25,1063
2022-09-27 17:45:48,2,28,14,0,32,1,93,3819
2022-09-27 17:46:35,2,36,15,0,32,1,47,2482
2022-09-27 17:46:39,2,32,15,0,32,1,4,188
2022-09-27 17:48:57,2,10,5,0,32,1,138,2024
2022-09-27 17:51:29,2,27,16,0,32,1,152,6019
2022-09-27 17:51:48,2,27,19,0,32,1,19,752
2022-09-27 17:52:30,2,31,13,0,32,1,42,1910
2022-09-27 17:53:00,4,26,11,0,32,1,30,1144
2022-09-27 17:54:25,2,20,17,0,32,1,85,2493
2022-09-27 17:55:35,2,34,15,0,32,1,70,3491
2022-09-27 17:55:53,2,40,15,0,32,1,18,1056
2022-09-27 18:02:21,2,27,16,0,32,1,388,15365
2022-09-27 18:03:11,2,29,13,0,32,1,50,2127
2022-09-27 18:05:32,2,26,14,0,32,1,141,5377
2022-09-27 18:05:50,2,41,18,0,32,1,18,1082
2022-09-27 18:06:09,2,27,14,0,32,1,19,752
2022-09-27 18:08:04,2,24,16,0,32,1,115,4048
2022-09-27 18:12:29,2,24,10,0,32,1,265,9328
2022-09-27 18:12:43,2,30,10,0,32,0,14,616
2022-09-27 18:14:25,2,24,14,0,32,1,102,3590
2022-09-27 18:15:18,2,29,16,0,32,1,53,2254
2022-09-27 18:17:39,2,28,15,0,32,1,141,5790
2022-09-27 18:18:03,2,29,19,0,32,1,24,1021
2022-09-27 18:19:28,128,255,212,0,32,1,85,31790
2022-09-27 18:20:33,2,29,13,0,32,1,65,2765
2022-09-27 18:20:37,2,31,14,0,32,1,4,182
2022-09-27 18:24:04,2,23,17,0,32,1,207,6983
2022-09-27 18:29:07,2,31,12,0,32,1,303,13776
2022-09-27 18:30:29,2,27,16,0,32,1,82,3247
2022-09-27 18:30:41,2,34,15,0,32,1,12,598
2022-09-27 18:34:56,128,255,255,0,32,1,255,95370
2022-09-27 18:37:06,2,26,17,0,32,1,130,4957
2022-09-27 18:38:26,2,31,12,0,32,1,80,3637
2022-09-27 18:40:30,2,35,14,0,32,1,124,6365
2022-09-27 18:41:40,2,28,13,0,32,1,70,2875
2022-09-27 18:41:56,128,255,166,0,32,1,16,5984
2022-09-27 18:42:12,2,28,15,0,32,1,16,657
2022-09-27 18:42:44,2,28,13,0,32,1,32,1314
2022-09-27 18:43:18,2,31,19,0,32,1,34,1546
2022-09-27 18:44:06,2,32,16,0,32,1,48,2253
2022-09-27 18:46:31,2,32,15,0,32,1,145,6805
2022-09-27 18:46:52,128,19,0,0,32,0,21,585
2022-09-27 18:48:10,2,27,17,0,32,1,78,3089
2022-09-27 18:53:45,2,27,17,0,32,1,335,13266
2022-09-27 18:56:13,2,22,13,0,32,1,148,4775
2022-09-27 18:57:10,128,10,0,0,32,0,57,836
2022-09-27 18:57:28,2,52,23,0,32,1,18,1373
2022-09-27 18:58:33,2,10,16,0,32,2,65,953
2022-09-27 19:00:28,2,28,11,0,32,1,115,4723
2022-09-27 19:01:48,2,29,13,0,32,1,80,3403
2022-09-27 19:05:06,2,56,34,0,32,1,198,16262
2022-09-27 19:07:00,2,47,20,0,32,1,114,7858
2022-09-27 19:09:18,2,32,16,0,32,1,138,6477
2022-09-27 19:09:42,2,35,10,0,32,0,24,1232
2022-09-27 19:11:47,2,27,16,0,32,1,125,4950
2022-09-27 19:12:49,2,34,13,0,32,1,62,3092
2022-09-27 19:18:01,2,7,7,0,32,1,312,3203
2022-09-27 19:20:14,2,34,15,0,32,1,133,6632
2022-09-27 19:21:21,128,30,116,0,32,6,67,2948
2022-09-27 19:21:26,2,5,11,0,32,3,5,37
2022-09-27 19:23:05,2,43,14,0,32,0,99,6244
2022-09-27 19:27:21,2,33,14,0,32,1,256,12390
2022-09-27 19:28:18,2,27,15,0,32,1,57,2257
2022-09-27 19:34:38,2,37,12,0,32,0,380,20621
2022-09-27 19:38:31,2,25,15,0,32,1,233,8543
2022-09-27 19:39:25,2,30,11,0,32,1,54,2376
2022-09-27 19:39:59,128,255,255,0,32,1,34,12716
2022-09-27 19:42:55,2,22,16,0,32,1,176,5679
2022-09-27 19:45:33,2,31,23,0,32,1,158,7184
2022-09-27 19:46:11,2,29,12,0,32,1,38,1616
2022-09-27 19:46:31,2,36,13,0,32,1,20,1056
2022-09-27 19:57:32,2,30,18,0,32,1,661,29084
2022-09-27 19:57:34,2,32,18,0,32,1,2,94
2022-09-27 20:04:10,2,30,14,0,32,1,396,17424
2022-09-27 20:07:42,2,30,14,0,32,1,212,9328
2022-09-27 20:09:58,2,18,16,0,32,1,136,3590
2022-09-27 20:13:24,2,27,8,0,32,0,206,8158
2022-09-27 20:15:20,2,24,16,0,32,1,116,4083
2022-09-27 20:16:10,2,21,15,0,32,1,50,1540
2022-09-27 20:17:31,2,21,16,0,32,1,81,2495
2022-09-27 20:17:36,2,30,16,0,32,1,5,220
2022-09-27 20:18:12,2,28,12,0,32,1,36,1478
2022-09-27 20:18:27,2,36,16,0,32,1,15,792
2022-09-27 20:19:32,2,24,15,0,32,1,65,2288
2022-09-27 20:21:28,2,27,12,0,32,1,116,4594
2022-09-27 20:23:09,2,34,18,0,32,1,101,5037
2022-09-27 20:23:18,2,23,6,0,32,0,9,304
2022-09-27 20:25:06,128,255,19,0,32,0,108,40392
2022-09-27 20:39:21,2,27,17,0,32,1,855,33858
2022-09-27 20:41:15,2,29,14,0,32,1,114,4849
2022-09-27 20:41:17,2,27,13,0,32,1,2,79
2022-09-27 20:41:19,2,32,14,0,32,1,2,94
2022-09-27 20:41:41,2,30,9,0,32,0,22,968
2022-09-27 20:46:18,2,22,12,0,32,1,277,8938
2022-09-27 20:50:27,2,29,13,0,32,1,249,10591
2022-09-27 20:52:33,2,32,13,0,32,1,126,5914
2022-09-27 20:52:56,2,28,13,0,32,1,23,945
2022-09-27 20:53:18,2,27,15,0,32,1,22,871
2022-09-27 20:58:03,2,29,19,0,32,1,285,12122
2022-09-27 21:13:34,2,24,12,0,32,1,931,32771
2022-09-27 21:21:10,2,22,15,0,32,1,456,14714
2022-09-27 21:21:19,2,29,15,0,32,1,9,383
2022-09-27 21:22:20,2,38,15,0,32,1,61,3400
2022-09-27 21:22:50,2,25,17,0,32,1,30,1100
2022-09-27 21:26:35,2,33,12,0,32,1,225,10890
2022-09-27 21:57:30,2,30,16,0,32,1,1855,81620
2022-09-27 22:17:49,2,31,22,0,32,1,1219,55424
2022-09-27 22:52:12,2,38,7,0,32,0,2063,114978
2022-09-27 23:38:22,2,30,16,0,32,1,2770,121880
2022-09-28 05:09:34,2,26,13,0,32,1,19872,757784
2022-09-28 05:58:33,2,30,13,0,32,1,2939,129316
2022-09-28 06:20:27,2,26,14,0,32,1,1314,50107
2022-09-28 06:42:17,2,23,39,0,32,2,1310,44191
2022-09-28 06:52:00,128,255,255,0,32,1,583,218042
2022-09-28 06:52:14,2,28,15,0,32,1,14,575
2022-09-28 06:56:47,2,28,15,0,32,1,273,11211
2022-09-28 06:57:33,128,188,255,0,32,2,46,12684
2022-09-28 07:00:14,2,32,16,0,32,1,161,7556
2022-09-28 07:04:32,128,255,55,0,32,0,258,96492
2022-09-28 07:08:26,2,25,13,0,32,1,234,8580
2022-09-28 07:11:30,2,29,13,0,32,1,184,7826
2022-09-28 07:12:30,2,43,19,0,32,1,60,3784
2022-09-28 07:14:01,2,29,18,0,32,1,91,3871
2022-09-28 07:17:56,2,29,11,0,32,1,235,9995
2022-09-28 07:18:05,2,28,16,0,32,1,9,370
2022-09-28 07:18:27,2,32,19,0,32,1,22,1033
2022-09-28 07:19:51,2,19,10,0,32,1,84,2341
2022-09-28 07:20:59,2,32,15,0,32,1,68,3191
2022-09-28 07:22:49,2,31,13,0,32,1,110,5001
2022-09-28 07:23:33,2,32,15,0,32,1,44,2065
2022-09-28 07:27:35,2,30,12,0,32,1,242,10648
2022-09-28 07:28:15,2,27,16,0,32,1,40,1584
2022-09-28 07:31:12,2,40,16,0,32,1,177,10384
2022-09-28 07:39:23,2,32,15,0,32,1,491,23044
2022-09-28 07:43:42,2,35,16,0,32,1,259,13295
2022-09-28 07:44:54,2,31,16,0,32,1,72,3274
2022-09-28 07:45:13,2,29,14,0,32,1,19,808
2022-09-28 07:45:48,2,48,16,0,32,0,35,2464
2022-09-28 07:49:38,2,35,12,0,32,1,230,11807
2022-09-28 07:49:52,2,40,12,0,32,0,14,821
2022-09-28 07:50:02,2,31,13,0,32,1,10,455
2022-09-28 07:51:24,2,33,18,0,32,1,82,3969
2022-09-28 07:51:34,2,32,16,0,32,1,10,469
2022-09-28 07:52:22,2,25,22,0,32,1,48,1760
2022-09-28 07:56:33,2,27,13,0,32,1,251,9940
2022-09-28 07:59:43,2,36,17,0,32,1,190,10032
2022-09-28 08:00:09,2,23,18,0,32,1,26,877
2022-09-28 08:01:48,2,26,11,0,32,1,99,3775
2022-09-28 08:02:19,2,28,15,0,32,1,31,1273
2022-09-28 08:02:26,2,33,19,0,32,1,7,339
2022-09-28 08:03:08,2,62,29,0,32,1,42,3819
2022-09-28 08:03:57,2,32,17,0,32,1,49,2300
2022-09-28 08:04:57,2,29,13,0,32,1,60,2552
2022-09-28 08:07:00,2,32,15,0,32,1,123,5773
2022-09-28 08:07:04,2,31,11,0,32,1,4,182
2022-09-28 08:08:47,2,37,8,0,32,0,103,5589
2022-09-28 08:13:05,2,27,13,0,32,1,258,10217
2022-09-28 08:13:07,2,25,14,0,32,1,2,73
2022-09-28 08:14:36,2,29,16,0,32,1,89,3785
2022-09-28 08:14:59,2,30,10,0,32,0,23,1012
2022-09-28 08:18:19,2,28,9,0,32,0,200,8213
2022-09-28 08:21:37,2,40,13,0,32,0,198,11616
2022-09-28 08:23:29,2,31,19,0,32,1,112,5092
2022-09-28 08:23:51,2,24,15,0,32,1,22,774
2022-09-28 08:24:18,2,31,24,0,32,1,27,1228
2022-09-28 08:24:31,2,23,11,0,32,1,13,439
2022-09-28 08:26:27,2,27,14,0,32,1,116,4594
2022-09-28 08:26:31,2,27,14,0,32,1,4,158
2022-09-28 08:27:37,2,49,9,0,32,0,66,4743
2022-09-28 08:28:42,2,29,15,0,32,1,65,2765
2022-09-28 08:30:01,2,23,13,0,32,1,79,2665
2022-09-28 08:32:22,2,26,15,0,32,1,141,5377
2022-09-28 08:33:58,2,31,15,0,32,1,96,4365
2022-09-28 08:34:13,128,255,16,0,32,0,15,5610
2022-09-28 08:35:10,128,255,255,0,32,1,57,21318
2022-09-28 08:35:21,128,255,255,0,32,1,11,4114
2022-09-28 08:36:23,2,23,15,0,32,1,62,2091
2022-09-28 08:37:43,128,255,122,0,32,1,80,29920
2022-09-28 08:38:39,2,33,15,0,32,1,56,2710
2022-09-28 08:39:52,2,24,13,0,32,1,73,2570
2022-09-28 08:40:13,2,31,14,0,32,1,21,955
2022-09-28 08:40:42,2,27,11,0,32,1,29,1148
2022-09-28 08:42:56,2,56,28,0,32,1,134,11006
2022-09-28 08:43:08,2,16,7,0,32,1,12,282
2022-09-28 08:43:46,2,25,16,0,32,1,38,1393
2022-09-28 08:44:14,2,28,15,0,32,1,28,1150
2022-09-28 08:44:16,2,28,15,0,32,1,2,82
2022-09-28 08:44:43,2,37,19,0,32,1,27,1465
