DateTime,AdviceCode,Speed,Length
4/19/2022 18:00,4,20,15
4/19/2022 18:01,2,25,27
4/19/2022 18:01,2,32,17
4/19/2022 18:02,2,26,16
4/19/2022 18:02,2,39,17
4/19/2022 18:03,2,30,19
4/19/2022 18:04,2,31,14
4/19/2022 18:05,2,13,11
4/19/2022 18:05,2,26,16
4/19/2022 18:05,2,28,37
4/19/2022 18:07,2,26,13
4/19/2022 18:09,2,24,15
4/19/2022 18:10,2,23,21
4/19/2022 18:10,2,29,20
4/19/2022 18:12,2,22,17
4/19/2022 18:13,2,34,16
4/19/2022 18:13,2,29,17
4/19/2022 18:14,2,28,17
4/19/2022 18:15,2,30,18
4/19/2022 18:15,2,24,14
4/19/2022 18:16,2,29,19
4/19/2022 18:16,2,24,19
4/19/2022 18:16,2,27,44
4/19/2022 18:16,2,27,21
4/19/2022 18:17,2,6,17
4/19/2022 18:17,2,19,18
4/19/2022 18:17,2,20,14
4/19/2022 18:17,2,20,11
4/19/2022 18:18,2,18,48
4/19/2022 18:19,2,38,31
4/19/2022 18:19,2,23,19
4/19/2022 18:20,2,24,19
4/19/2022 18:20,2,24,18
4/19/2022 18:21,2,25,14
4/19/2022 18:22,2,38,18
4/19/2022 18:23,2,35,19
4/19/2022 18:25,2,30,20
4/19/2022 18:26,2,31,18
4/19/2022 18:27,2,31,16
4/19/2022 18:27,2,33,25
4/19/2022 18:27,2,28,14
4/19/2022 18:28,2,32,16
4/19/2022 18:29,2,11,10
4/19/2022 18:32,2,30,14
4/19/2022 18:32,2,27,23
4/19/2022 18:32,2,25,18
4/19/2022 18:35,2,25,16
4/19/2022 18:37,2,24,17
4/19/2022 18:38,2,27,16
4/19/2022 18:39,2,40,17
4/19/2022 18:39,2,33,19
4/19/2022 18:40,2,48,29
4/19/2022 18:40,2,36,18
4/19/2022 18:40,2,36,67
4/19/2022 18:41,2,28,20
4/19/2022 18:41,2,37,29
4/19/2022 18:42,2,45,22
4/19/2022 18:43,2,36,42
4/19/2022 18:44,2,36,33
4/19/2022 18:45,2,28,17
4/19/2022 18:46,2,36,18
4/19/2022 18:48,2,24,20
4/19/2022 18:49,2,33,18
4/19/2022 18:49,2,37,20
4/19/2022 18:50,2,32,46
