DateTime,AdviceCode,Speed,Length
9/27/2022 13:00,2,38,19
9/27/2022 13:03,2,22,18
9/27/2022 13:03,2,28,14
9/27/2022 13:04,2,28,14
9/27/2022 13:05,2,29,17
9/27/2022 13:09,2,31,22
9/27/2022 13:09,2,28,16
9/27/2022 13:10,2,33,17
9/27/2022 13:14,2,30,19
9/27/2022 13:15,2,23,16
9/27/2022 13:22,2,29,19
9/27/2022 13:22,2,33,16
9/27/2022 13:23,2,31,16
9/27/2022 13:26,2,25,17
9/27/2022 13:26,2,22,20
9/27/2022 13:28,2,24,34
9/27/2022 13:28,2,21,10
9/27/2022 13:29,2,29,16
9/27/2022 13:30,2,33,18
9/27/2022 13:31,2,29,18
9/27/2022 13:33,2,30,15
9/27/2022 13:36,2,21,18
9/27/2022 13:36,2,23,33
9/27/2022 13:42,2,33,16
9/27/2022 13:42,2,73,40
9/27/2022 13:45,2,33,17
9/27/2022 13:45,2,21,15
9/27/2022 13:47,2,29,12
9/27/2022 13:48,2,24,10
9/27/2022 13:48,2,32,10
9/27/2022 13:48,2,44,22
9/27/2022 13:49,2,27,16
9/27/2022 13:50,2,32,15
9/27/2022 13:51,2,27,16
9/27/2022 13:51,2,25,23
9/27/2022 13:51,2,27,16
9/27/2022 13:55,2,37,17
9/27/2022 13:55,2,32,15
9/27/2022 13:57,2,29,17
9/27/2022 13:58,2,25,12
9/27/2022 14:02,2,32,15
9/27/2022 14:03,2,29,29
9/27/2022 14:03,2,36,19
9/27/2022 14:04,2,29,16
9/27/2022 14:04,2,35,17
9/27/2022 14:05,2,28,16
9/27/2022 14:05,2,32,12
9/27/2022 14:07,2,25,16
9/27/2022 14:09,2,28,20
9/27/2022 14:09,2,24,8
9/27/2022 14:14,2,26,13
9/27/2022 14:14,2,27,18
9/27/2022 14:16,2,33,19
9/27/2022 14:16,2,27,15
9/27/2022 14:16,2,26,39
9/27/2022 14:17,2,31,15
9/27/2022 14:19,2,34,15
9/27/2022 14:21,2,33,15
9/27/2022 14:22,2,26,17
9/27/2022 14:24,2,30,22
9/27/2022 14:27,2,36,19
9/27/2022 14:34,2,27,13
9/27/2022 14:35,2,36,18
9/27/2022 14:39,2,29,16
9/27/2022 14:43,2,30,17
9/27/2022 14:46,2,30,23
9/27/2022 14:48,2,41,17
9/27/2022 14:50,2,23,44
9/27/2022 14:50,2,12,18
9/27/2022 14:50,2,7,13
9/27/2022 14:51,2,7,11
9/27/2022 14:51,2,73,52
9/27/2022 14:51,2,25,19
9/27/2022 14:53,2,33,29
9/27/2022 14:54,2,26,15
9/27/2022 14:55,2,26,15
9/27/2022 14:56,2,31,18
9/27/2022 14:56,2,33,15
9/27/2022 15:00,2,26,18
9/27/2022 15:02,2,28,17
9/27/2022 15:02,2,24,18
9/27/2022 15:03,2,27,13
9/27/2022 15:06,2,29,16
9/27/2022 15:06,2,28,16
9/27/2022 15:07,2,31,29
9/27/2022 15:09,2,26,19
9/27/2022 15:09,2,23,15
9/27/2022 15:11,2,31,16
9/27/2022 15:13,2,30,13
9/27/2022 15:14,2,35,19
9/27/2022 15:14,2,30,18
9/27/2022 15:17,2,24,16
9/27/2022 15:19,2,25,12
9/27/2022 15:20,2,19,21
9/27/2022 15:20,2,16,17
9/27/2022 15:20,2,12,14
9/27/2022 15:21,2,25,18
9/27/2022 15:22,2,31,17
9/27/2022 15:22,2,29,19
9/27/2022 15:22,2,34,17
9/27/2022 15:22,2,30,18
9/27/2022 15:24,2,33,16
9/27/2022 15:25,2,22,12
9/27/2022 15:25,2,25,17
9/27/2022 15:26,2,26,16
9/27/2022 15:29,2,28,16
9/27/2022 15:29,2,33,16
9/27/2022 15:31,2,21,17
9/27/2022 15:31,2,29,14
9/27/2022 15:32,2,29,17
9/27/2022 15:32,2,30,14
9/27/2022 15:33,2,24,14
9/27/2022 15:33,2,26,18
9/27/2022 15:33,2,27,15
9/27/2022 15:34,2,33,15
9/27/2022 15:37,2,32,19
9/27/2022 15:38,2,34,10
9/27/2022 15:38,2,28,15
9/27/2022 15:38,2,28,16
9/27/2022 15:39,2,22,38
9/27/2022 15:39,2,26,16
9/27/2022 15:41,2,36,18
9/27/2022 15:43,2,19,20
9/27/2022 15:44,2,32,18
9/27/2022 15:46,2,27,13
9/27/2022 15:47,2,36,13
9/27/2022 15:47,2,32,14
9/27/2022 15:47,2,23,19
9/27/2022 15:49,2,29,19
9/27/2022 15:50,2,23,13
9/27/2022 15:52,2,34,14
9/27/2022 15:53,128,127,127
9/27/2022 15:54,2,30,17
9/27/2022 15:56,2,27,16
9/27/2022 15:57,2,26,18
9/27/2022 15:57,2,31,19
9/27/2022 15:59,2,22,17
9/27/2022 15:59,2,33,19
9/27/2022 15:59,2,24,14
9/27/2022 16:00,2,27,11
9/27/2022 16:01,2,27,19
9/27/2022 16:02,2,24,13
9/27/2022 16:04,2,30,17
9/27/2022 16:05,128,112,79
9/27/2022 16:05,2,30,17
9/27/2022 16:09,2,27,17
9/27/2022 16:09,2,24,12
9/27/2022 16:09,2,26,15
9/27/2022 16:11,2,34,18
9/27/2022 16:13,2,27,10
9/27/2022 16:15,2,22,8
9/27/2022 16:16,2,29,18
9/27/2022 16:18,2,28,11
9/27/2022 16:18,2,23,14
9/27/2022 16:21,2,30,20
9/27/2022 16:22,2,24,19
9/27/2022 16:22,2,26,16
9/27/2022 16:22,2,28,15
9/27/2022 16:23,2,26,10
9/27/2022 16:23,2,27,14
9/27/2022 16:26,2,30,17
9/27/2022 16:27,2,28,18
9/27/2022 16:28,2,24,18
9/27/2022 16:28,2,23,18
9/27/2022 16:28,2,24,17
9/27/2022 16:29,2,31,17
9/27/2022 16:31,2,35,19
9/27/2022 16:31,2,24,19
9/27/2022 16:31,2,28,41
9/27/2022 16:33,2,25,19
9/27/2022 16:33,2,26,18
9/27/2022 16:33,2,47,41
9/27/2022 16:33,2,24,15
9/27/2022 16:34,2,31,16
9/27/2022 16:34,2,31,18
9/27/2022 16:35,2,24,15
9/27/2022 16:35,2,24,8
9/27/2022 16:35,2,23,17
9/27/2022 16:36,2,24,15
9/27/2022 16:36,2,29,16
9/27/2022 16:36,2,24,17
9/27/2022 16:37,2,31,15
9/27/2022 16:39,2,33,16
9/27/2022 16:40,2,28,14
9/27/2022 16:42,2,21,23
9/27/2022 16:42,2,25,13
9/27/2022 16:42,2,30,45
9/27/2022 16:43,2,27,21
9/27/2022 16:46,2,75,51
9/27/2022 16:46,128,127,127
9/27/2022 16:49,2,25,16
9/27/2022 16:50,2,54,32
9/27/2022 16:51,2,26,18
9/27/2022 16:51,2,23,13
9/27/2022 16:58,2,23,16
9/27/2022 16:58,2,27,16
9/27/2022 16:59,2,25,16
9/27/2022 17:02,2,27,16
9/27/2022 17:02,2,31,17
9/27/2022 17:03,2,31,16
9/27/2022 17:05,2,27,14
9/27/2022 17:06,2,27,15
9/27/2022 17:07,2,22,17
9/27/2022 17:09,2,27,10
9/27/2022 17:10,2,24,16
9/27/2022 17:14,2,19,12
9/27/2022 17:14,2,25,12
9/27/2022 17:16,2,37,20
9/27/2022 17:16,2,25,34
9/27/2022 17:17,2,27,20
9/27/2022 17:18,2,29,17
9/27/2022 17:20,2,30,19
9/27/2022 17:22,128,127,127
9/27/2022 17:22,2,35,17
9/27/2022 17:23,2,27,17
9/27/2022 17:25,2,29,16
9/27/2022 17:26,2,32,18
9/27/2022 17:26,2,30,14
9/27/2022 17:28,2,31,16
9/27/2022 17:28,2,28,17
9/27/2022 17:28,2,23,16
9/27/2022 17:30,2,24,5
9/27/2022 17:32,2,22,16
9/27/2022 17:32,2,24,14
9/27/2022 17:33,2,24,17
9/27/2022 17:33,2,24,13
9/27/2022 17:34,2,33,19
9/27/2022 17:35,2,27,17
9/27/2022 17:36,2,26,19
9/27/2022 17:38,2,25,14
9/27/2022 17:39,2,32,16
9/27/2022 17:41,2,21,17
9/27/2022 17:42,2,22,14
9/27/2022 17:42,2,22,31
9/27/2022 17:43,2,21,18
9/27/2022 17:44,2,26,16
9/27/2022 17:50,2,32,14
9/27/2022 17:53,2,27,16
9/27/2022 17:54,2,28,14
9/27/2022 17:57,2,25,19
9/27/2022 17:59,2,21,13
9/27/2022 18:01,2,26,17
9/27/2022 18:02,2,31,19
9/27/2022 18:04,2,24,19
9/27/2022 18:06,2,50,20
9/27/2022 18:08,2,34,14
9/27/2022 18:09,2,33,14
9/27/2022 18:10,2,27,17
9/27/2022 18:11,2,25,17
9/27/2022 18:13,2,19,13
9/27/2022 18:14,2,29,13
9/27/2022 18:21,2,25,18
9/27/2022 18:23,2,26,19
9/27/2022 18:24,2,24,17
9/27/2022 18:28,2,27,16
9/27/2022 18:29,2,25,16
9/27/2022 18:31,2,30,15
9/27/2022 18:31,2,26,15
9/27/2022 18:32,2,27,17
9/27/2022 18:34,2,26,16
9/27/2022 18:34,2,26,15
9/27/2022 18:39,2,28,15
9/27/2022 18:41,2,24,16
9/27/2022 18:48,2,25,15
9/27/2022 18:52,2,33,17
9/27/2022 18:54,2,31,15
9/27/2022 18:54,2,34,21
9/27/2022 18:55,2,23,16
9/27/2022 18:55,2,30,21
9/27/2022 19:00,2,37,15
9/27/2022 19:01,2,31,11
9/27/2022 19:02,2,32,12
9/27/2022 19:03,2,25,17
9/27/2022 19:04,2,30,14
9/27/2022 19:06,2,23,20
9/27/2022 19:07,2,39,16
9/27/2022 19:12,2,30,17
9/27/2022 19:13,2,30,18
9/27/2022 19:14,2,30,16
9/27/2022 19:14,2,29,14
9/27/2022 19:16,2,21,12
9/27/2022 19:18,2,24,15
9/27/2022 19:18,2,43,14
9/27/2022 19:18,2,30,16
9/27/2022 19:20,2,27,17
9/27/2022 19:21,2,34,16
9/27/2022 19:27,2,29,18
9/27/2022 19:32,2,31,14
9/27/2022 19:34,2,20,16
9/27/2022 19:35,128,127,115
9/27/2022 19:37,2,22,15
9/27/2022 19:37,2,26,17
9/27/2022 19:39,2,20,7
9/27/2022 19:45,2,18,22
9/27/2022 19:46,2,26,11
9/27/2022 19:49,2,20,17
9/27/2022 19:50,2,27,18
9/27/2022 19:52,2,24,16
9/27/2022 19:58,2,20,18
9/27/2022 20:00,128,127,127
9/27/2022 20:01,2,26,14
9/27/2022 20:04,128,11,3
9/27/2022 20:06,2,35,14
9/27/2022 20:13,2,35,16
9/27/2022 20:14,2,38,17
9/27/2022 20:16,2,22,13
9/27/2022 20:25,2,35,17
9/27/2022 20:30,2,22,18
9/27/2022 20:32,2,28,19
9/27/2022 20:35,2,23,18
9/27/2022 20:47,2,25,14
9/27/2022 20:54,2,39,15
9/27/2022 20:58,2,26,17
9/27/2022 20:59,2,36,16
9/27/2022 21:11,2,23,14
9/27/2022 21:12,2,34,19
9/27/2022 21:13,2,33,16
9/27/2022 21:14,2,24,17
9/27/2022 21:23,2,22,15
9/27/2022 21:24,2,26,18
9/27/2022 21:48,2,28,10
9/27/2022 21:56,2,28,13
9/27/2022 22:06,2,21,16
9/27/2022 22:35,128,127,110
9/27/2022 22:42,2,51,39
9/27/2022 22:57,2,21,16
9/27/2022 23:28,2,24,16
9/28/2022 1:43,2,38,18
9/28/2022 3:24,2,24,15
9/28/2022 3:28,2,32,24
9/28/2022 5:00,2,31,21
9/28/2022 5:10,2,30,19
9/28/2022 5:13,2,28,14
9/28/2022 5:39,2,27,12
9/28/2022 5:54,2,28,12
