DateTime,AdviceCode,Speed,Length
12/13/2022 14:01,2,28,18
12/13/2022 14:02,2,35,15
12/13/2022 14:03,2,20,14
12/13/2022 14:03,2,29,14
12/13/2022 14:04,2,28,19
12/13/2022 14:05,2,27,19
12/13/2022 14:06,2,30,11
12/13/2022 14:07,2,30,17
12/13/2022 14:07,2,29,15
12/13/2022 14:07,2,28,12
12/13/2022 14:07,2,29,13
12/13/2022 14:08,2,27,21
12/13/2022 14:10,2,21,16
12/13/2022 14:10,2,25,19
12/13/2022 14:12,2,32,16
12/13/2022 14:13,2,27,17
12/13/2022 14:14,2,24,19
12/13/2022 14:16,2,32,16
12/13/2022 14:17,2,34,17
12/13/2022 14:17,2,29,18
12/13/2022 14:17,2,31,14
12/13/2022 14:18,2,25,20
12/13/2022 14:22,2,25,27
12/13/2022 14:24,2,21,17
12/13/2022 14:25,2,31,18
12/13/2022 14:28,2,27,5
12/13/2022 14:30,2,26,10
12/13/2022 14:30,2,26,18
12/13/2022 14:31,2,26,4
12/13/2022 14:32,2,22,18
12/13/2022 14:33,2,34,13
12/13/2022 14:33,2,25,16
12/13/2022 14:35,128,107,70
12/13/2022 14:35,2,22,16
12/13/2022 14:35,2,26,20
12/13/2022 14:38,128,203,73
12/13/2022 14:38,2,18,20
12/13/2022 14:39,2,35,20
12/13/2022 14:39,2,32,19
12/13/2022 14:39,2,63,16
12/13/2022 14:41,2,23,17
12/13/2022 14:41,2,36,19
12/13/2022 14:42,2,30,20
12/13/2022 14:43,2,20,31
12/13/2022 14:44,2,23,13
12/13/2022 14:45,2,26,16
12/13/2022 14:46,2,28,18
12/13/2022 14:47,2,25,17
12/13/2022 14:47,2,20,19
12/13/2022 14:48,2,35,20
12/13/2022 14:49,2,30,21
12/13/2022 14:51,2,22,15
12/13/2022 14:54,2,27,10
12/13/2022 14:54,2,26,19
12/13/2022 14:56,2,27,16
12/13/2022 14:57,2,22,19
12/13/2022 14:57,2,25,14
12/13/2022 14:58,2,24,19
12/13/2022 15:00,2,28,18
12/13/2022 15:00,2,19,15
12/13/2022 15:01,2,36,22
12/13/2022 15:02,2,23,20
12/13/2022 15:04,2,18,20
12/13/2022 15:04,2,22,17
12/13/2022 15:05,2,26,19
12/13/2022 15:06,2,37,17
12/13/2022 15:06,2,24,35
12/13/2022 15:07,2,24,19
12/13/2022 15:08,2,19,19
12/13/2022 15:11,2,26,17
12/13/2022 15:13,2,9,14
12/13/2022 15:13,2,10,15
12/13/2022 15:14,2,29,15
12/13/2022 15:15,2,27,20
12/13/2022 15:17,2,30,15
12/13/2022 15:18,2,26,15
12/13/2022 15:25,2,26,19
12/13/2022 15:27,2,23,19
12/13/2022 15:27,2,27,28
12/13/2022 15:27,2,28,16
12/13/2022 15:28,2,29,16
12/13/2022 15:31,2,22,19
12/13/2022 15:32,2,24,12
12/13/2022 15:32,2,33,22
12/13/2022 15:34,2,10,40
12/13/2022 15:37,2,23,14
12/13/2022 15:38,2,30,19
12/13/2022 15:39,2,31,16
12/13/2022 15:40,2,21,18
12/13/2022 15:40,2,30,17
12/13/2022 15:41,2,31,13
12/13/2022 15:42,2,29,18
12/13/2022 15:45,2,21,18
12/13/2022 15:46,2,26,19
12/13/2022 15:47,2,28,16
12/13/2022 15:48,2,27,18
12/13/2022 15:48,2,31,14
12/13/2022 15:51,2,21,50
12/13/2022 15:51,128,255,255
12/13/2022 15:52,2,24,19
12/13/2022 15:52,2,24,20
12/13/2022 15:53,2,27,18
12/13/2022 15:53,2,21,20
12/13/2022 15:56,2,27,22
12/13/2022 15:56,2,21,18
12/13/2022 15:58,2,26,18
12/13/2022 15:58,2,28,19
12/13/2022 16:01,2,24,19
12/13/2022 16:03,2,27,20
12/13/2022 16:03,2,37,20
12/13/2022 16:07,2,27,17
12/13/2022 16:07,2,25,19
12/13/2022 16:09,128,107,153
12/13/2022 16:10,2,34,21
12/13/2022 16:13,2,23,16
12/13/2022 16:13,2,30,16
12/13/2022 16:15,2,32,20
12/13/2022 16:16,2,24,18
12/13/2022 16:17,2,32,22
12/13/2022 16:23,2,11,39
12/13/2022 16:24,2,26,15
12/13/2022 16:25,2,32,23
12/13/2022 16:25,2,23,40
12/13/2022 16:26,2,29,16
12/13/2022 16:26,2,28,15
12/13/2022 16:27,2,25,14
12/13/2022 16:27,2,28,18
12/13/2022 16:30,2,42,29
12/13/2022 16:31,2,17,19
12/13/2022 16:33,2,23,18
12/13/2022 16:33,2,24,20
12/13/2022 16:34,2,31,15
12/13/2022 16:35,2,26,22
12/13/2022 16:35,2,32,16
12/13/2022 16:37,128,27,0
12/13/2022 16:39,2,24,24
12/13/2022 16:39,2,29,21
12/13/2022 16:39,2,30,15
12/13/2022 16:39,2,23,22
12/13/2022 16:41,2,34,27
12/13/2022 16:41,2,55,18
12/13/2022 16:41,2,27,21
12/13/2022 16:42,2,22,15
12/13/2022 16:44,2,31,21
12/13/2022 16:45,2,32,20
12/13/2022 16:47,2,19,18
12/13/2022 16:47,2,21,21
12/13/2022 16:47,2,32,18
12/13/2022 16:48,2,27,18
12/13/2022 16:49,2,27,19
12/13/2022 16:51,128,25,4
12/13/2022 16:51,2,24,13
12/13/2022 16:54,2,27,19
12/13/2022 16:56,2,18,20
12/13/2022 16:57,2,25,16
12/13/2022 16:59,2,29,16
12/13/2022 17:00,2,25,21
12/13/2022 17:02,2,27,19
12/13/2022 17:02,2,24,19
12/13/2022 17:02,2,28,10
12/13/2022 17:05,2,26,18
12/13/2022 17:06,2,20,10
12/13/2022 17:06,2,24,21
12/13/2022 17:06,2,25,20
12/13/2022 17:07,2,34,19
12/13/2022 17:09,2,22,10
12/13/2022 17:11,2,24,18
12/13/2022 17:11,2,27,13
12/13/2022 17:11,2,28,18
12/13/2022 17:11,2,27,19
12/13/2022 17:14,2,31,16
12/13/2022 17:15,2,38,24
12/13/2022 17:18,2,27,21
12/13/2022 17:18,2,22,19
12/13/2022 17:18,2,23,19
12/13/2022 17:22,2,11,5
12/13/2022 17:23,2,24,35
12/13/2022 17:23,2,22,20
12/13/2022 17:25,2,23,12
12/13/2022 17:26,2,62,39
12/13/2022 17:28,2,25,18
12/13/2022 17:28,2,23,14
12/13/2022 17:30,2,22,15
12/13/2022 17:30,2,26,12
12/13/2022 17:30,2,35,22
12/13/2022 17:31,2,26,13
12/13/2022 17:31,2,21,11
12/13/2022 17:31,2,18,19
12/13/2022 17:32,2,28,20
12/13/2022 17:32,2,27,29
12/13/2022 17:33,2,20,20
12/13/2022 17:34,2,29,19
12/13/2022 17:34,2,25,20
12/13/2022 17:34,2,26,14
12/13/2022 17:37,2,27,18
12/13/2022 17:39,2,18,19
12/13/2022 17:40,2,25,17
12/13/2022 17:41,2,21,20
12/13/2022 17:42,2,22,16
12/13/2022 17:42,2,30,19
12/13/2022 17:42,2,23,16
12/13/2022 17:44,2,26,15
12/13/2022 17:44,2,23,17
12/13/2022 17:45,2,21,20
12/13/2022 17:45,2,22,15
12/13/2022 17:46,2,25,16
12/13/2022 17:47,2,21,20
12/13/2022 17:47,2,23,14
12/13/2022 17:47,2,23,19
12/13/2022 17:52,2,21,19
12/13/2022 17:54,2,24,22
12/13/2022 17:55,2,22,22
12/13/2022 17:56,2,29,18
12/13/2022 17:58,2,27,18
12/13/2022 17:59,2,28,16
12/13/2022 18:00,2,28,19
12/13/2022 18:00,2,19,20
12/13/2022 18:04,2,29,17
12/13/2022 18:05,2,36,18
12/13/2022 18:06,2,26,12
12/13/2022 18:06,2,24,15
12/13/2022 18:06,2,27,19
12/13/2022 18:09,2,26,15
12/13/2022 18:12,2,25,17
12/13/2022 18:14,2,23,14
12/13/2022 18:16,2,26,22
12/13/2022 18:21,2,22,20
12/13/2022 18:21,2,24,17
12/13/2022 18:22,2,31,16
12/13/2022 18:26,2,27,17
12/13/2022 18:26,2,23,20
12/13/2022 18:27,2,25,11
12/13/2022 18:28,2,25,18
12/13/2022 18:30,2,19,22
12/13/2022 18:30,2,26,19
12/13/2022 18:30,2,29,17
12/13/2022 18:31,2,23,19
12/13/2022 18:33,2,28,16
12/13/2022 18:33,2,25,15
12/13/2022 18:35,2,30,17
12/13/2022 18:36,2,29,19
12/13/2022 18:36,2,25,18
12/13/2022 18:37,2,27,18
12/13/2022 18:37,2,27,20
12/13/2022 18:39,2,28,19
12/13/2022 18:40,2,27,18
12/13/2022 18:41,2,21,16
12/13/2022 18:43,2,29,21
12/13/2022 18:47,128,27,1
12/13/2022 18:48,2,32,19
12/13/2022 18:51,2,30,23
12/13/2022 18:51,2,31,18
12/13/2022 18:53,2,29,17
12/13/2022 18:54,2,21,28
12/13/2022 18:54,2,35,19
12/13/2022 18:54,2,20,24
12/13/2022 18:59,2,28,20
12/13/2022 19:00,2,35,13
12/13/2022 19:00,2,34,16
12/13/2022 19:01,2,28,19
12/13/2022 19:02,2,24,13
12/13/2022 19:03,2,26,18
12/13/2022 19:06,2,28,17
12/13/2022 19:12,2,20,17
12/13/2022 19:12,2,29,19
12/13/2022 19:12,2,48,38
12/13/2022 19:13,2,19,18
12/13/2022 19:14,2,23,19
12/13/2022 19:14,2,29,15
12/13/2022 19:15,2,38,18
12/13/2022 19:21,2,33,19
12/13/2022 19:29,2,32,17
12/13/2022 19:29,2,31,32
12/13/2022 19:30,128,126,72
12/13/2022 19:33,2,24,20
12/13/2022 19:36,2,21,8
12/13/2022 19:37,2,11,18
12/13/2022 19:40,2,23,21
12/13/2022 19:42,2,42,46
12/13/2022 19:42,2,31,18
12/13/2022 19:43,2,33,18
12/13/2022 19:44,2,28,12
12/13/2022 19:46,2,21,18
12/13/2022 19:47,2,31,5
12/13/2022 19:47,2,23,20
12/13/2022 19:47,2,26,20
12/13/2022 19:53,2,28,17
12/13/2022 19:54,2,25,20
12/13/2022 19:55,2,32,19
12/13/2022 20:01,2,27,11
12/13/2022 20:02,2,35,19
12/13/2022 20:03,2,25,19
12/13/2022 20:04,2,30,17
12/13/2022 20:08,2,31,18
12/13/2022 20:13,2,31,20
12/13/2022 20:17,2,22,16
12/13/2022 20:21,2,24,19
12/13/2022 20:26,2,28,17
12/13/2022 20:34,2,27,16
12/13/2022 20:37,2,11,12
12/13/2022 20:40,2,29,20
12/13/2022 20:40,2,36,23
12/13/2022 20:53,2,30,14
12/13/2022 20:54,2,19,20
12/13/2022 20:56,2,23,24
12/13/2022 21:11,2,16,6
12/13/2022 21:12,2,27,15
12/13/2022 21:13,2,24,21
12/13/2022 21:13,2,31,12
12/13/2022 21:18,2,34,10
12/13/2022 21:19,2,30,17
12/13/2022 21:23,2,33,18
12/13/2022 21:25,2,26,14
12/13/2022 21:27,2,24,19
12/13/2022 21:27,2,26,18
12/13/2022 21:30,2,28,19
12/13/2022 21:35,2,24,20
12/13/2022 21:36,2,26,9
12/13/2022 21:38,2,26,22
12/13/2022 21:40,2,28,19
12/13/2022 21:44,2,23,17
12/13/2022 21:45,2,28,22
