DateTime,AdviceCode,Speed,Length,StopTime,RoadTemperature,OCCFactor,Gap,Headway
2022-08-16 13:01:51,2,36,19,0,32,1,0,0
2022-08-16 13:03:54,2,20,20,0,32,1,123,3608
2022-08-16 13:04:49,2,31,19,0,32,1,55,2501
2022-08-16 13:05:01,2,34,18,0,32,1,12,598
2022-08-16 13:05:44,2,33,20,0,32,1,43,2081
2022-08-16 13:11:03,2,39,15,0,32,1,319,18247
2022-08-16 13:13:20,2,42,29,0,32,1,137,8439
2022-08-16 13:13:35,2,31,17,0,32,1,15,682
2022-08-16 13:14:04,2,35,15,0,32,1,29,1489
2022-08-16 13:16:53,2,32,20,0,32,1,169,7932
2022-08-16 13:18:39,2,32,15,0,32,1,106,4975
2022-08-16 13:19:51,2,29,17,0,32,1,72,3062
2022-08-16 13:21:58,2,31,22,0,32,1,127,5774
2022-08-16 13:22:08,2,37,18,0,32,1,10,543
2022-08-16 13:23:27,2,31,19,0,32,1,79,3592
2022-08-16 13:27:43,2,34,15,0,32,1,256,12766
2022-08-16 13:29:35,2,32,18,0,32,1,112,5257
2022-08-16 13:30:17,2,26,13,0,32,1,42,1602
2022-08-16 13:34:45,2,30,14,0,32,1,268,11792
2022-08-16 13:36:55,2,33,20,0,32,1,130,6292
2022-08-16 13:37:02,2,52,19,0,32,1,7,534
2022-08-16 13:39:09,2,33,22,0,32,1,127,6147
2022-08-16 13:40:25,2,35,15,0,32,1,76,3901
2022-08-16 13:41:23,2,36,23,0,32,1,58,3062
2022-08-16 13:42:42,2,38,39,0,32,2,79,4403
2022-08-16 13:45:04,2,33,20,0,32,1,142,6873
2022-08-16 13:45:32,2,32,18,0,32,1,28,1314
2022-08-16 13:46:32,2,40,19,0,32,1,60,3520
2022-08-16 13:47:39,2,31,18,0,32,1,67,3046
2022-08-16 14:03:49,2,34,16,0,32,1,970,48371
2022-08-16 14:03:53,2,48,18,0,32,1,4,282
2022-08-16 14:08:04,2,34,21,0,32,1,251,12517
2022-08-16 14:10:01,2,29,12,0,32,1,117,4976
2022-08-16 14:11:17,2,26,10,0,32,1,76,2898
