DateTime,AdviceCode,Speed,Length,StopTime,RoadTemperature,OCCFactor,Gap,Headway
2022-08-18 13:02:11,2,24,12,0,32,1,0,0
2022-08-18 13:06:52,2,37,35,0,32,1,281,15249
2022-08-18 13:14:14,2,25,15,0,32,1,442,16207
2022-08-18 13:23:39,2,28,19,0,32,1,565,23203
2022-08-18 13:30:12,2,24,20,0,32,1,393,13834
2022-08-18 13:30:16,2,26,18,0,32,1,4,153
2022-08-18 13:33:22,2,26,17,0,32,1,186,7093
2022-08-18 13:35:24,2,29,16,0,32,1,122,5189
2022-08-18 13:35:41,2,27,15,0,32,1,17,673
2022-08-18 13:36:04,2,27,17,0,32,1,23,911
2022-08-18 13:36:06,2,29,14,0,32,1,2,85
2022-08-18 13:41:18,2,26,14,0,32,1,312,11898
2022-08-18 13:42:42,2,28,16,0,32,1,84,3450
2022-08-18 13:46:57,2,28,17,0,32,1,255,10472
2022-08-18 13:52:08,2,30,12,0,32,1,311,13684
2022-08-18 13:54:28,2,24,12,0,32,1,140,4928
2022-08-18 13:57:01,2,28,18,0,32,1,153,6283
2022-08-18 13:57:11,2,29,19,0,32,1,10,425
2022-08-18 13:57:41,2,28,15,0,32,1,30,1232
2022-08-18 13:59:55,2,17,17,0,32,1,134,3341
2022-08-18 14:00:20,2,33,17,0,32,1,25,1210
2022-08-18 14:00:28,2,28,18,0,32,1,8,329
2022-08-18 14:02:30,2,32,14,0,32,1,122,5726
2022-08-18 14:04:38,2,28,19,0,32,1,128,5257
2022-08-18 14:05:46,2,27,12,0,32,1,68,2693
2022-08-18 14:07:48,2,28,14,0,32,1,122,5010
2022-08-18 14:08:41,2,35,14,0,32,1,53,2721
2022-08-18 14:10:55,2,21,13,0,32,1,134,4127
2022-08-18 14:11:10,2,28,11,0,32,1,15,616
2022-08-18 14:12:05,2,17,9,0,32,1,55,1371
2022-08-18 14:18:06,2,32,12,0,32,1,361,16943
2022-08-18 14:19:48,2,31,16,0,32,1,102,4638
2022-08-18 14:22:01,2,27,16,0,32,1,133,5267
2022-08-18 14:22:15,2,24,16,0,32,1,14,493
2022-08-18 14:24:55,2,31,18,0,32,1,160,7275
2022-08-18 14:27:56,2,27,18,0,32,1,181,7168
2022-08-18 14:28:06,2,29,19,0,32,1,10,425
2022-08-18 14:28:36,2,26,12,0,32,1,30,1144
2022-08-18 14:32:29,2,29,13,0,32,1,233,9910
2022-08-18 14:34:12,2,31,17,0,32,1,103,4683
2022-08-18 14:36:16,2,22,17,0,32,1,124,4001
2022-08-18 14:45:14,2,20,15,0,32,1,538,15781
2022-08-18 14:48:02,2,18,9,0,32,1,168,4435
2022-08-18 14:49:04,2,10,16,0,32,2,62,909
2022-08-18 14:50:20,2,26,15,0,32,1,76,2898
2022-08-18 14:52:57,128,8,1,0,32,0,157,1842
2022-08-18 14:52:59,2,5,5,0,32,1,2,15
2022-08-18 14:58:38,2,29,18,0,32,1,339,14419
2022-08-18 15:00:45,2,35,13,0,32,1,127,6519
2022-08-18 15:05:26,2,22,13,0,32,1,281,9067
2022-08-18 15:09:40,2,30,19,0,32,1,254,11176
2022-08-18 15:12:17,2,35,14,0,32,1,157,8059
2022-08-18 15:12:34,2,23,10,0,32,1,17,573
2022-08-18 15:14:34,2,21,16,0,32,1,120,3696
2022-08-18 15:21:19,2,24,15,0,32,1,405,14256
2022-08-18 15:26:06,2,32,14,0,32,1,287,13470
2022-08-18 15:27:41,2,33,16,0,32,1,95,4598
2022-08-18 15:30:01,2,24,15,0,32,1,140,4928
2022-08-18 15:30:20,2,31,15,0,32,1,19,864
2022-08-18 15:34:47,2,30,12,0,32,1,267,11748
2022-08-18 15:35:44,2,23,16,0,32,1,57,1923
2022-08-18 15:36:50,2,26,15,0,32,1,66,2517
2022-08-18 15:41:24,2,27,31,0,32,2,274,10850
2022-08-18 15:43:17,2,27,18,0,32,1,113,4475
2022-08-18 15:46:55,2,31,16,0,32,1,218,9912
2022-08-18 15:48:21,2,37,17,0,32,1,86,4667
2022-08-18 15:51:11,2,29,14,0,32,1,170,7231
2022-08-18 15:52:09,2,24,8,0,32,0,58,2042
2022-08-18 15:53:22,2,22,13,0,32,1,73,2355
2022-08-18 15:53:37,2,29,15,0,32,1,15,638
2022-08-18 15:54:41,2,27,20,0,32,1,64,2534
2022-08-18 15:56:44,2,24,17,0,32,1,123,4330
2022-08-18 15:56:48,2,23,17,0,32,1,4,135
2022-08-18 15:58:43,2,24,15,0,32,1,115,4048
2022-08-18 15:59:31,2,26,11,0,32,1,48,1830
2022-08-18 16:01:01,2,28,20,0,32,1,90,3696
2022-08-18 16:01:22,2,23,14,0,32,1,21,708
2022-08-18 16:01:37,2,32,10,0,32,0,15,704
2022-08-18 16:07:26,2,35,17,0,32,1,349,17915
2022-08-18 16:10:14,2,34,16,0,32,1,168,8378
2022-08-18 16:12:40,2,30,14,0,32,1,146,6424
2022-08-18 16:14:23,2,25,13,0,32,1,103,3777
2022-08-18 16:15:04,2,19,15,0,32,1,41,1143
2022-08-18 16:15:25,2,21,10,0,32,1,21,647
2022-08-18 16:18:31,2,23,17,0,32,1,186,6274
2022-08-18 16:20:07,2,26,14,0,32,1,96,3661
2022-08-18 16:20:30,2,29,15,0,32,1,23,978
2022-08-18 16:24:37,2,20,17,0,32,1,247,7245
2022-08-18 16:25:57,2,28,11,0,32,1,80,3285
2022-08-18 16:26:00,2,29,14,0,32,1,3,128
2022-08-18 16:26:11,2,31,19,0,32,1,11,500
2022-08-18 16:26:17,2,26,15,0,32,1,6,229
2022-08-18 16:28:13,2,23,17,0,32,1,116,3913
2022-08-18 16:29:41,2,27,14,0,32,1,88,3485
