DateTime,AdviceCode,Speed,Length
4/19/2022 18:31,2,5,5
4/19/2022 20:02,128,255,61
4/19/2022 20:03,2,33,14
4/19/2022 20:16,2,27,6
4/19/2022 20:18,2,38,14
4/19/2022 20:22,2,23,15
4/19/2022 20:25,2,29,19
4/19/2022 20:28,2,40,12
4/19/2022 20:31,2,25,12
4/19/2022 20:49,2,27,16
4/19/2022 20:53,2,37,16
4/19/2022 20:57,2,30,17
4/19/2022 21:06,2,30,13
4/19/2022 21:19,2,22,9
4/19/2022 21:25,2,28,18
4/19/2022 21:35,2,25,16
4/19/2022 21:45,2,18,6
4/19/2022 22:34,2,25,40
4/19/2022 22:36,2,5,20
4/19/2022 22:36,2,20,22
4/19/2022 22:43,2,24,16
4/19/2022 22:48,2,39,19
4/19/2022 23:15,2,34,9
4/19/2022 23:40,2,17,7
4/19/2022 23:48,2,31,12
4/20/2022 4:55,2,32,13
4/20/2022 5:26,2,31,15
4/20/2022 5:58,2,31,12
4/20/2022 6:30,2,33,12
4/20/2022 6:33,2,38,16
4/20/2022 6:42,2,28,15
4/20/2022 6:43,4,67,30
4/20/2022 6:48,2,29,16
4/20/2022 6:51,2,23,13
4/20/2022 6:53,2,23,15
4/20/2022 7:06,2,26,18
4/20/2022 7:12,2,33,17
4/20/2022 7:12,2,29,14
4/20/2022 7:13,2,40,19
4/20/2022 7:14,2,21,7
4/20/2022 7:15,2,25,17
4/20/2022 7:18,2,65,35
4/20/2022 7:22,2,25,13
4/20/2022 7:26,2,46,16
4/20/2022 7:27,2,21,11
4/20/2022 7:29,2,27,36
4/20/2022 7:35,2,25,7
4/20/2022 7:36,2,26,14
4/20/2022 7:36,2,26,14
4/20/2022 7:36,2,22,12
4/20/2022 7:38,2,26,16
4/20/2022 7:39,128,21,4
4/20/2022 7:39,2,28,19
4/20/2022 7:39,2,26,13
4/20/2022 7:41,128,217,81
4/20/2022 7:44,2,21,13
4/20/2022 7:47,2,27,17
4/20/2022 7:48,2,39,14
4/20/2022 7:48,2,27,17
4/20/2022 7:48,2,45,17
4/20/2022 7:50,2,29,11
4/20/2022 7:52,2,38,11
4/20/2022 7:53,2,21,17
4/20/2022 7:57,2,35,9
4/20/2022 7:59,2,33,19
4/20/2022 7:59,2,31,17
4/20/2022 8:01,2,31,28
4/20/2022 8:05,2,31,15
4/20/2022 8:09,2,32,8
4/20/2022 8:11,2,42,29
4/20/2022 8:12,2,27,13
4/20/2022 8:12,2,21,7
4/20/2022 8:13,2,34,17
4/20/2022 8:14,2,28,16
4/20/2022 8:14,2,48,21
4/20/2022 8:15,2,31,19
4/20/2022 8:16,128,132,87
4/20/2022 8:19,2,27,14
4/20/2022 8:19,2,23,12
4/20/2022 8:28,2,25,17
4/20/2022 8:28,2,29,15
4/20/2022 8:30,2,47,22
4/20/2022 8:36,2,20,44
4/20/2022 8:41,128,110,64
4/20/2022 8:41,2,25,14
4/20/2022 8:44,2,57,18
4/20/2022 8:45,2,28,19
4/20/2022 8:46,2,22,12
4/20/2022 8:51,2,40,15
4/20/2022 8:51,2,26,20
4/20/2022 9:01,2,22,9
4/20/2022 9:08,2,24,10
4/20/2022 9:08,2,31,14
4/20/2022 9:10,2,26,15
4/20/2022 9:11,2,21,18
4/20/2022 9:25,128,20,4
4/20/2022 9:26,2,24,13
4/20/2022 9:28,2,26,19
4/20/2022 9:32,2,26,14
4/20/2022 9:34,128,112,64
4/20/2022 9:34,2,24,9
4/20/2022 9:35,128,203,107
4/20/2022 9:41,2,28,18
4/20/2022 9:43,128,21,1
4/20/2022 9:44,2,24,18
